Election_results.c(161): Notify: Saving Parameter "UIKs_6 = УИК \xb9156".
Election_results.c(161): Notify: Saving Parameter "UIKs_7 = УИК \xb9157".
Election_results.c(161): Notify: Saving Parameter "UIKs_8 = УИК \xb9158".
Election_results.c(161): Notify: Saving Parameter "UIKs_9 = УИК \xb9159".
Election_results.c(161): Notify: Saving Parameter "UIKs_10 = УИК \xb9160".
Election_results.c(161): Notify: Saving Parameter "UIKs_11 = УИК \xb9161".
Election_results.c(161): Notify: Saving Parameter "UIKs_12 = УИК \xb9162".
Election_results.c(161): Notify: Saving Parameter "UIKs_13 = УИК \xb9163".
Election_results.c(161): Notify: Saving Parameter "UIKs_14 = УИК \xb9164".
Election_results.c(161): Notify: Saving Parameter "UIKs_15 = УИК \xb9165".
Election_results.c(161): Notify: Saving Parameter "UIKs_16 = УИК \xb9166".
Election_results.c(161): Notify: Saving Parameter "UIKs_17 = УИК \xb9167".
Election_results.c(161): Notify: Saving Parameter "UIKs_18 = УИК \xb9168".
Election_results.c(161): Notify: Saving Parameter "UIKs_19 = УИК \xb9169".
Election_results.c(161): Notify: Saving Parameter "UIKs_20 = УИК \xb9170".
Election_results.c(161): Notify: Saving Parameter "UIKs_21 = УИК \xb9171".
Election_results.c(161): Notify: Saving Parameter "UIKs_22 = УИК \xb9172".
Election_results.c(161): Notify: Saving Parameter "UIKs_23 = УИК \xb9173".
Election_results.c(161): Notify: Saving Parameter "UIKs_24 = УИК \xb9174".
Election_results.c(161): Notify: Saving Parameter "UIKs_25 = УИК \xb9175".
Election_results.c(161): Notify: Saving Parameter "UIKs_26 = УИК \xb9176".
Election_results.c(161): Notify: Saving Parameter "UIKs_27 = УИК \xb9177".
Election_results.c(161): Notify: Saving Parameter "UIKs_28 = УИК \xb9178".
Election_results.c(161): Notify: Saving Parameter "UIKs_29 = УИК \xb9179".
Election_results.c(161): Notify: Saving Parameter "UIKs_30 = УИК \xb9180".
Election_results.c(161): Notify: Saving Parameter "Candidates_count = 248".
Election_results.c(161): Notify: Saving Parameter "UIKs_count = 30".
Election_results.c(161): web_url("сайт избирательной комиссии субъекта Российской Федерации") was successful, 43479 body bytes, 3448 header bytes, 37 chunking overhead bytes  	[MsgId: MMSG-26385]
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_27" =  "106"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_45" =  "37"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_63" =  "277"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_81" =  "4"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_99" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_117" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_135" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9203 1 106 37 277 4 2 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9203 1 106 37 277 4 2 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_2" =  "УИК \xb9204"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_10" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_28" =  "77"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_46" =  "38"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_64" =  "258"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_82" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_100" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_118" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_136" =  "2"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9204 2 77 38 258 1 0 2 2".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9204 2 77 38 258 1 0 2 2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_3" =  "УИК \xb9205"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_11" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_29" =  "102"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_47" =  "29"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_65" =  "284"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_83" =  "6"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_101" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_119" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_137" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9205 2 102 29 284 6 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9205 2 102 29 284 6 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_4" =  "УИК \xb9206"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_12" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_30" =  "43"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_48" =  "13"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_66" =  "111"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_84" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_102" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_120" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_138" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9206 0 43 13 111 0 0 1 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9206 0 43 13 111 0 0 1 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_5" =  "УИК \xb9207"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_13" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_31" =  "7"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_49" =  "3"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_67" =  "83"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_85" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_103" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_121" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_139" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9207 0 7 3 83 0 2 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9207 0 7 3 83 0 2 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_6" =  "УИК \xb9208"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_14" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_32" =  "12"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_50" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_68" =  "55"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_86" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_104" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_122" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_140" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9208 2 12 2 55 0 0 0 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9208 2 12 2 55 0 0 0 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_7" =  "УИК \xb9209"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_15" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_33" =  "71"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_51" =  "20"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_69" =  "159"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_87" =  "5"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_105" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_123" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_141" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9209 1 71 20 159 5 1 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9209 1 71 20 159 5 1 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_8" =  "УИК \xb9210"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_16" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_34" =  "42"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_52" =  "8"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_70" =  "85"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_88" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_106" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_124" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_142" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9210 0 42 8 85 0 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9210 0 42 8 85 0 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_9" =  "УИК \xb9211"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_17" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_35" =  "11"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_53" =  "10"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_71" =  "165"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_89" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_107" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_125" =  "4"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_143" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9211 1 11 10 165 2 0 4 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9211 1 11 10 165 2 0 4 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_10" =  "УИК \xb9212"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_18" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_36" =  "41"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_54" =  "16"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_72" =  "152"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_90" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_108" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_126" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_144" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9212 0 41 16 152 1 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9212 0 41 16 152 1 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_11" =  "УИК \xb9213"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_19" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_37" =  "80"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_55" =  "31"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_73" =  "195"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_91" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_109" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_127" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_145" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9213 0 80 31 195 2 0 1 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9213 0 80 31 195 2 0 1 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_12" =  "УИК \xb9214"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_20" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_38" =  "61"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_56" =  "23"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_74" =  "217"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_92" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_110" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_128" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_146" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9214 1 61 23 217 0 1 1 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9214 1 61 23 217 0 1 1 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_13" =  "УИК \xb9215"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_21" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_39" =  "22"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_57" =  "15"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_75" =  "126"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_93" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_111" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_129" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_147" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9215 1 22 15 126 2 1 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9215 1 22 15 126 2 1 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_14" =  "УИК \xb9216"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_22" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_40" =  "108"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_58" =  "16"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_76" =  "143"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_94" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_112" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_130" =  "6"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_148" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9216 0 108 16 143 0 2 6 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9216 0 108 16 143 0 2 6 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_15" =  "УИК \xb9217"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_23" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_41" =  "78"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_59" =  "21"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_77" =  "101"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_95" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_113" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_131" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_149" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9217 1 78 21 101 2 0 2 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9217 1 78 21 101 2 0 2 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_16" =  "УИК \xb9218"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_24" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_42" =  "100"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_60" =  "24"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_78" =  "106"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_96" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_114" =  "5"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_132" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_150" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9218 1 100 24 106 0 5 0 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9218 1 100 24 106 0 5 0 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_17" =  "УИК \xb9219"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_25" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_43" =  "74"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_61" =  "10"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_79" =  "131"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_97" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_115" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_133" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_151" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9219 0 74 10 131 0 0 0 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9219 0 74 10 131 0 0 0 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Чойская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_18" =  "УИК \xb9220"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_26" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_44" =  "79"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_62" =  "10"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_80" =  "139"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_98" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_116" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_134" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_152" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Чойская УИК \xb9220 0 79 10 139 0 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Чойская УИК \xb9220 0 79 10 139 0 0 0 0"
Election_results.c(195): Notify: Transaction "UC01_TR06_UIKs" ended with a "Pass" status (Duration: 0.3110 Wasted Time: 0.0287).
Election_results.c(117): Notify: Parameter Substitution: parameter "Subregion_IDs_count" =  "11"
Election_results.c(119): Notify: Parameter Substitution: parameter "Subregion_IDs_11" =  "2042000367648"
Election_results.c(119): Notify: Saving Parameter "Subregion_ID = 2042000367648".
Election_results.c(121): Notify: Transaction "UC01_TR05_Subregion" started.
Election_results.c(123): web_url("Адыгейска") started  	[MsgId: MMSG-26355]
Election_results.c(123): Notify: Parameter Substitution: parameter "Host" =  "http://www.vybory.izbirkom.ru"
Election_results.c(123): Notify: Parameter Substitution: parameter "Region_ID" =  "100100084849068"
Election_results.c(123): Notify: Parameter Substitution: parameter "Subregion_ID" =  "2042000367648"
Election_results.c(123): Notify: Parameter Substitution: parameter "Host" =  "http://www.vybory.izbirkom.ru"
Election_results.c(123): Notify: Parameter Substitution: parameter "Region_ID" =  "100100084849068"
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/css/report.css" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/header/00/00.css" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/header/00/fonts/PTS75F_stylesheet.css" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/header/00/header_bg.jpg" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/css/227.css" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/js/sorter.js" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): Found resource "http://www.vybory.izbirkom.ru/img/e.gif" in HTML "http://www.vybory.izbirkom.ru/region/region/izbirkom?action=show&tvd=100100084849068&vrn=100100084849062&region=0&global=1&sub_region=0&prver=0&pronetvd=null&vibid=2042000367648&type=227"  	[MsgId: MMSG-26659]
Election_results.c(123): web_url("Адыгейска") was successful, 55498 body bytes, 3080 header bytes, 60 chunking overhead bytes  	[MsgId: MMSG-26385]
Election_results.c(133): Notify: Transaction "UC01_TR05_Subregion" ended with a "Pass" status (Duration: 0.1161 Wasted Time: 0.0163).
Election_results.c(137): Notify: Transaction "UC01_TR06_UIKs" started.
Election_results.c(139): web_reg_save_param started  	[MsgId: MMSG-26355]
Election_results.c(139): Notify: Parameter Substitution: parameter "Region_ID" =  "100100084849068"
Election_results.c(139): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Election_results.c(144): web_reg_save_param started  	[MsgId: MMSG-26355]
Election_results.c(144): Notify: Parameter Substitution: parameter "Subregion_ID" =  "2042000367648"
Election_results.c(144): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Election_results.c(149): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
Election_results.c(149): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
Election_results.c(155): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
Election_results.c(155): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
Election_results.c(161): web_url("сайт избирательной комиссии субъекта Российской Федерации") started  	[MsgId: MMSG-26355]
Election_results.c(161): Notify: Parameter Substitution: parameter "Host" =  "http://www.vybory.izbirkom.ru"
Election_results.c(161): Notify: Parameter Substitution: parameter "Subregion_ID" =  "2042000367648"
Election_results.c(161): Notify: Parameter Substitution: parameter "Subregion_ID" =  "2042000367648"
Election_results.c(161): Notify: Parameter Substitution: parameter "Host" =  "http://www.vybory.izbirkom.ru"
Election_results.c(161): Notify: Parameter Substitution: parameter "Region_ID" =  "100100084849068"
Election_results.c(161): Notify: Parameter Substitution: parameter "Subregion_ID" =  "2042000367648"
Election_results.c(161): Found resource "http://www.adygei.vybory.izbirkom.ru/css/report.css" in HTML "http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=12000009&tvd=2042000367648&vrn=100100084849062&prver=0&pronetvd=null&region=1&sub_region=1&type=227&vibid=2042000367648"  	[MsgId: MMSG-26659]
Election_results.c(161): Found resource "http://www.adygei.vybory.izbirkom.ru/header/01/gerb.gif" in HTML "http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=12000009&tvd=2042000367648&vrn=100100084849062&prver=0&pronetvd=null&region=1&sub_region=1&type=227&vibid=2042000367648"  	[MsgId: MMSG-26659]
